SHIPMENT_XID,START_TIME,TOTAL_SHIP_UNIT_COUNT,TOTAL_WEIGHT,TOTAL_VOLUME,FIRST_EQUIPMENT_GROUP_GID,PRINCIPAL,DestName,Region,City,DestZone1,DestZone2,Segment
00453321,2019-12-17 11:00:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453318,2019-12-17 11:00:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453319,2019-12-17 11:00:00,640,11132.586879999999,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453320,2019-12-17 11:00:00,1140,15960.0,34.2,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00455010,2019-12-18 23:00:00,960,12480.0,18.24,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00454245,2019-12-24 00:00:00,821,6577.96934,25.983933,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00454251,2019-12-24 00:00:00,1330,10655.843489000003,28.89244,LFL/TMS/MYS.20T_BOX,UNILEVER,MARCOSURIA,SELANGOR,SUNGAI BULOH ,KLV-007,CENTRAL,DT-LOCAL
00456429,2020-01-06 00:00:00,1514,10694.341278,38.391304000000005,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00456446,2020-01-06 07:00:00,1701,14782.803169,37.168321,LFL/TMS/MYS.20T_BOX,UNILEVER,YOONG SHING TRADING (M) SDN BHD,JOHOR,MASAI,JST-004,SOUTH,DT-OUTSTATION
00453658,2019-12-22 23:00:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453657,2019-12-22 23:00:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453652,2019-12-22 23:00:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00454515,2019-12-12 07:00:00,150,2039.7,3.9,LFL/TMS/MYS.10T_BOX,UNILEVER,PL SOON HUAT SDN BHD,KEDAH,LANGKAWI,LKW-001,NORTH,DT-OUTSTATION
00455012,2019-12-18 23:00:00,746,9094.504643,18.387747,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00455000,2019-12-18 23:00:00,65,683.0057790000001,1.1269999999999998,LFL/TMS/MYS.1T,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00453823,2019-12-27 23:00:00,1287,9988.493658,34.842424,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00454514,2019-12-12 07:00:00,964,7682.370455,19.300376999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,PL SOON HUAT SDN BHD,KEDAH,LANGKAWI,LKW-001,NORTH,DT-OUTSTATION
00455106,2019-12-19 23:00:00,163,1563.643996,2.6529999999999996,LFL/TMS/MYS.3T,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00455109,2019-12-19 23:00:00,849,7478.928252,16.664224,LFL/TMS/MYS.20T_BOX,UNILEVER,CHUAN HUAT F AND B TRADING SDN BHD,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,DT-LOCAL
00454954,2019-12-17 23:00:00,1510,13117.939760000001,21.90012,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT FORWARD MARKETING SDN BHD,SELANGOR,PORT KLANG,KLV-002,CENTRAL,DT-LOCAL
00454958,2019-12-17 23:00:00,1080,9288.0,18.360000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00456440,2020-01-06 07:00:00,601,5068.51772,15.593769000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP KENG HONG SDN BHD,PERAK,TELUK INTAN,PRK-007,NORTH,DT-OUTSTATION
00456455,2020-01-06 07:00:00,775,10129.350929,27.133844,LFL/TMS/MYS.20T_BOX,UNILEVER,JEMENTAH SOON HUAT TRADING SDN BHD,JOHOR,JEMENTAH,85,SOUTH,DT-OUTSTATION
00453653,2019-12-22 23:00:00,640,11132.586879999999,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00454518,2019-12-12 07:00:00,1065,10739.03252,19.482000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00455111,2019-12-19 23:00:00,1310,12779.399949999999,23.012249999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00455112,2019-12-19 23:00:00,957,10840.348660000001,18.94195,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT FORWARD MARKETING SDN BHD,SELANGOR,PORT KLANG,KLV-002,CENTRAL,DT-LOCAL
00455115,2019-12-19 23:00:00,1230,10426.64445,20.659950000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00455107,2019-12-19 23:00:00,1520,11879.01964,22.0695,LFL/TMS/MYS.20T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00455113,2019-12-19 23:00:00,270,2540.7,4.859999999999999,LFL/TMS/MYS.10T_BOX,UNILEVER,GREAT FORWARD MARKETING SDN BHD,SELANGOR,PORT KLANG,KLV-002,CENTRAL,DT-LOCAL
00454953,2019-12-17 23:00:00,789,6635.557103,13.924624,LFL/TMS/MYS.20T_BOX,UNILEVER,CHUAN HUAT F AND B TRADING SDN BHD,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,DT-LOCAL
00454960,2019-12-17 23:00:00,665,2581.2835480000003,8.431325,LFL/TMS/MYS.20T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00453659,2019-12-22 23:00:00,1140,14947.2,28.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00455114,2019-12-19 23:00:00,538,4257.163721,12.885096,LFL/TMS/MYS.10T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00455104,2019-12-19 17:00:00,6,65.841112,0.126,LFL/TMS/MYS.1T,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00454955,2019-12-17 23:00:00,1134,9752.4,19.278000000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT FORWARD MARKETING SDN BHD,SELANGOR,PORT KLANG,KLV-002,CENTRAL,DT-LOCAL
00454956,2019-12-17 23:00:00,1028,10217.312352,19.705091999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT FORWARD MARKETING SDN BHD,SELANGOR,PORT KLANG,KLV-002,CENTRAL,DT-LOCAL
00454959,2019-12-17 23:00:00,856,10836.902486,17.83399,LFL/TMS/MYS.20T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00455357,2019-12-23 07:00:00,1470,9254.00003,19.22,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00455356,2019-12-23 07:00:00,648,8653.2,16.704,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00454942,2019-12-17 17:00:00,5,43.58667,0.111,LFL/TMS/MYS.1T,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00455103,2019-12-19 23:00:00,47,479.596222,0.795994,LFL/TMS/MYS.1T,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00456417,2020-01-06 00:00:00,1100,8708.305864999998,16.434271,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00453660,2019-12-22 23:00:00,1036,7080.254744999999,22.745002999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453833,2019-12-27 23:00:00,1255,11063.941424999999,31.85,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00453832,2019-12-27 23:00:00,1099,13425.734903,32.57808299999999,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00453651,2019-12-22 23:00:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453654,2019-12-22 23:00:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453650,2019-12-22 23:00:00,1538,12023.102171,31.755658000000004,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00454941,2019-12-17 23:00:00,18,181.152002,0.301998,LFL/TMS/MYS.1T,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00456420,2020-01-06 00:00:00,1545,9727.926034,23.838544000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00456432,2020-01-06 00:00:00,2728,16517.478042,39.378471999999995,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00454439,2019-12-25 16:01:00,794,4702.913032,11.921969999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00453655,2019-12-22 23:00:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453656,2019-12-22 23:00:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00454938,2019-12-17 23:00:00,82,702.724232,1.5619999999999998,LFL/TMS/MYS.1T,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00454427,2019-12-25 16:01:00,465,5683.194195,19.108245,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00457882,2020-01-10 00:00:00,864,9858.816,22.176,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457869,2020-01-10 00:00:00,576,8691.712128000001,23.04,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457884,2020-01-10 00:00:00,1363,10542.029669,25.440899,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457886,2020-01-10 00:00:00,792,8620.92,22.968,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457888,2020-01-10 00:00:00,780,7156.8264,21.33597,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457868,2020-01-10 00:00:00,576,8409.984192,23.04,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457870,2020-01-10 00:00:00,792,11088.0,23.759999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457873,2020-01-10 00:00:00,972,11505.6,21.852,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457871,2020-01-10 00:00:00,792,11088.0,23.759999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457885,2020-01-10 00:00:00,1034,7887.620614,21.484593,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00457861,2020-01-10 00:00:00,420,4289.3839769999995,11.943662,LFL/TMS/MYS.10T_BOX,UNILEVER,MTA TRADING SDN BHD,SELANGOR,SUNGAI PELEK,KLV-017,CENTRAL,DT-LOCAL
00454084,2019-12-23 22:00:00,660,6315.1374000000005,15.3516,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454087,2019-12-23 22:00:00,660,6315.137400000001,15.3516,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454090,2019-12-23 22:00:00,792,3455.0367,9.126432,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454082,2019-12-23 22:00:00,1491,6055.68342,15.251280000000001,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00457389,2020-01-09 07:00:00,2171,11813.105245,39.319638,LFL/TMS/MYS.20T_BOX,UNILEVER,SUNBREEZE (SG PETANI),KEDAH,SUNGAI PETANI,KDH-004,NORTH,DT-OUTSTATION
00457399,2020-01-09 07:00:00,1525,12438.703184,35.421599,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00454072,2019-12-23 16:01:00,600,6584.217662,16.12904,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454073,2019-12-23 16:01:00,598,5517.570984,13.632968,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454083,2019-12-23 22:00:00,660,6315.1374000000005,15.3516,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454085,2019-12-23 22:00:00,660,6315.1374000000005,15.3516,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454086,2019-12-23 22:00:00,660,6315.1374000000005,15.3516,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454010,2019-12-20 16:01:00,640,11130.31104,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453994,2019-12-23 07:00:00,712,6531.525660000001,14.167803,LFL/TMS/MYS.10T_BOX,UNILEVER,CHOP LEE FAT (KUANTAN),PAHANG,KUANTAN,PHG-004,EAST COAST,DT-OUTSTATION
00453993,2019-12-23 07:00:00,194,1903.073314,4.819966,LFL/TMS/MYS.10T_BOX,UNILEVER,TEAK ANN TRADING SDN BHD,PERAK,IPOH,PRK-003,NORTH,DT-OUTSTATION
00453998,2019-12-20 16:01:00,598,3677.3905919999997,15.795879000000001,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00454006,2019-12-20 16:01:00,640,11132.586879999999,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00457397,2020-01-09 07:00:00,588,6594.830882,17.147735,LFL/TMS/MYS.20T_BOX,UNILEVER,CONSOMART SDN BHD,KEDAH,LUNAS,KDH-005,NORTH,DT-OUTSTATION
00454088,2019-12-23 22:00:00,1145,3913.037222,10.654887,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00454076,2019-12-23 16:01:00,593,5718.758661999999,16.116686999999995,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00454075,2019-12-23 16:01:00,637,6355.281641,18.729988,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00454197,2019-12-25 23:00:00,1040,11945.7952,30.12,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00454180,2019-12-25 23:00:00,1080,9288.0,18.360000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00454179,2019-12-25 23:00:00,658,7122.95808,14.191687,LFL/TMS/MYS.20T_BOX,UNILEVER,CHUAN HUAT F AND B TRADING SDN BHD,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,DT-LOCAL
00456902,2020-01-07 00:00:00,1437,13324.526010000001,35.062965999999996,LFL/TMS/MYS.20T_BOX,UNILEVER,MARCOSURIA,SELANGOR,SUNGAI BULOH ,KLV-007,CENTRAL,DT-LOCAL
00456891,2020-01-07 00:00:00,1092,8759.597048000001,24.992666999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,LIM SOON HUAT AGENCY SDN BHD,KUALA LUMPUR,KUALA LUMPUR,KLV-006,CENTRAL,DT-LOCAL
00453996,2019-12-23 07:00:00,1017,5762.420859000001,17.45558,LFL/TMS/MYS.20T_BOX,UNILEVER,SIN GUAN HENG PROVISIONS SDN. BHD,PERAK,PARIT BUNTAR,PNG-008,NORTH,DT-OUTSTATION
00454014,2019-12-20 16:01:00,650,10186.29344,24.619999999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453999,2019-12-20 16:01:00,840,4135.056576,17.441346000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00454017,2019-12-20 16:01:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00453997,2019-12-23 07:00:00,787,6359.776994999999,18.685901,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00457402,2020-01-09 07:00:00,1147,10439.989037,31.721480999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00457396,2020-01-09 07:00:00,1437,12990.215646,36.799152,LFL/TMS/MYS.20T_BOX,UNILEVER,CONSOMART SDN BHD,KEDAH,LUNAS,KDH-005,NORTH,DT-OUTSTATION
00454196,2019-12-25 23:00:00,1614,12204.418303000002,29.986419,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00454198,2019-12-25 23:00:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00454239,2019-12-25 23:00:00,636,6997.1522,25.649869999999996,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00454233,2019-12-25 23:00:00,720,7525.4400000000005,29.52,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00454231,2019-12-25 23:00:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00456892,2020-01-07 00:00:00,670,11653.537799999998,30.82,LFL/TMS/MYS.20T_BOX,UNILEVER,LIM SOON HUAT AGENCY SDN BHD,KUALA LUMPUR,KUALA LUMPUR,KLV-006,CENTRAL,DT-LOCAL
00456900,2020-01-07 00:00:00,1065,12496.412637,32.636024000000006,LFL/TMS/MYS.20T_BOX,UNILEVER,MARCOSURIA,SELANGOR,SUNGAI BULOH ,KLV-007,CENTRAL,DT-LOCAL
00453995,2019-12-23 07:00:00,213,1943.5217269999998,5.177954,LFL/TMS/MYS.10T_BOX,UNILEVER,B.S.YEAP TRADING SDN BHD,PERAK,AYER TAWAR,PRK-006,NORTH,DT-OUTSTATION
00453992,2019-12-23 07:00:00,936,9914.082378,25.640786,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00454008,2019-12-20 16:01:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00454007,2019-12-20 16:01:00,640,11130.31104,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00454018,2019-12-20 16:01:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00457315,2020-01-08 16:01:00,374,1415.205078,3.428708,LFL/TMS/MYS.3T,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00457327,2020-01-08 16:01:00,558,5266.015485,13.893867,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00457328,2020-01-08 16:01:00,640,10705.493120000001,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00457314,2020-01-08 16:01:00,630,3685.464577,9.887954,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00457383,2020-01-09 07:00:00,881,6448.813245,15.314404999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,TEAK ANN TRADING SDN BHD,PERAK,IPOH,PRK-003,NORTH,DT-OUTSTATION
00454232,2019-12-25 23:00:00,990,13860.0,29.700000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00456901,2020-01-07 00:00:00,1750,11971.927797,34.400414,LFL/TMS/MYS.20T_BOX,UNILEVER,MARCOSURIA,SELANGOR,SUNGAI BULOH ,KLV-007,CENTRAL,DT-LOCAL
00456893,2020-01-07 00:00:00,2026,12619.049326999997,32.45479,LFL/TMS/MYS.20T_BOX,UNILEVER,LIM SOON HUAT AGENCY SDN BHD,KUALA LUMPUR,KUALA LUMPUR,KLV-006,CENTRAL,DT-LOCAL
00454013,2019-12-20 16:01:00,650,10186.29344,24.62,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00454040,2019-12-20 16:01:00,606,8355.116515,18.215064,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00454031,2019-12-20 16:01:00,550,6846.33345,14.89565,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
