SHIPMENT_XID,START_TIME,TOTAL_SHIP_UNIT_COUNT,TOTAL_WEIGHT,TOTAL_VOLUME,FIRST_EQUIPMENT_GROUP_GID,PRINCIPAL,DestName,Region,City,DestZone1,DestZone2,Segment
00322932,2018-11-07 16:01:00,740,4540.744736000001,13.427715999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00322934,2018-11-07 16:01:00,791,4833.25059,11.971585,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00322931,2018-11-07 16:01:00,407,5605.851512,12.359888,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00321240,2018-11-02 07:00:00,1522,15269.650552,38.181984,LFL/TMS/MYS.20T_BOX,UNILEVER,L.H. LIAN HUAT TRADING (M) SDN. BHD.,KELANTAN,KOTA BHARU,KLT-005,EAST COAST,DT-OUTSTATION
00322980,2018-11-09 16:01:00,626,4392.054452,11.150924999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322948,2018-11-08 11:00:00,635,7867.413347000001,17.551013,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322885,2018-11-04 16:01:00,629,10180.069999,32.50734899999999,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00321231,2018-11-02 00:00:00,458,8088.28,21.068,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00322982,2018-11-11 16:01:00,862,9217.528209,27.057006,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322978,2018-11-09 16:01:00,384,4522.3554110000005,13.387999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322959,2018-11-08 16:01:00,600,6135.783,16.5012,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322961,2018-11-08 16:01:00,600,5221.483200000001,10.932,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322926,2018-11-05 16:01:00,639,4733.128796,12.298822999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322909,2018-11-06 16:01:00,824,10049.144164,26.136704999999996,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00321223,2018-11-02 00:00:00,952,10576.709753000001,25.863812000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TIARAN SDN BHD,SELANGOR,KAJANG,KLV-003,CENTRAL,DT-LOCAL
00322984,2018-11-11 16:01:00,863,4889.763819,18.860788,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322968,2018-11-09 16:01:00,605,4824.262204,12.253992,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00322963,2018-11-08 16:01:00,2513,4977.615168,26.799629999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00318960,2018-10-25 00:00:00,839,8559.888006,22.727886,LFL/TMS/MYS.20T_BOX,UNILEVER,LIM SOON HUAT AGENCY SDN BHD,KUALA LUMPUR,KUALA LUMPUR,KLV-006,CENTRAL,DT-LOCAL
00318957,2018-10-25 00:00:00,600,7744.113664999999,19.991989,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00318964,2018-10-25 07:00:00,522,5152.087074,13.268874,LFL/TMS/MYS.10T_BOX,UNILEVER,CHOP LEE FAT (MENTAKAB),PAHANG,MENTAKAB,PHG-002,EAST COAST,DT-OUTSTATION
00318963,2018-10-25 07:00:00,1103,13301.216495,31.032971000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP LEE FAT (MENTAKAB),PAHANG,MENTAKAB,PHG-002,EAST COAST,DT-OUTSTATION
00318956,2018-10-25 00:00:00,712,8278.240580000002,22.360084,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00322927,2018-11-05 16:01:00,254,1815.6958809999999,4.644000000000001,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322920,2018-11-05 16:01:00,607,6423.993382000001,14.891875,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322913,2018-11-06 16:01:00,998,12320.57591,35.063878,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322941,2018-11-07 16:01:00,968,6771.039853,17.683756000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322939,2018-11-07 16:01:00,608,4024.9665050000003,13.482842000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322888,2018-11-05 11:00:00,330,5850.437729,16.882058999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322889,2018-11-05 11:00:00,354,4873.751544,14.149953000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322976,2018-11-09 16:01:00,786,4925.45723,15.11261,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00318965,2018-10-25 07:00:00,429,4590.8847559999995,12.898027000000003,LFL/TMS/MYS.10T_BOX,UNILEVER,SUNBREEZE (SG PETANI),KEDAH,SUNGAI PETANI,KDH-004,NORTH,DT-OUTSTATION
00318953,2018-10-25 00:00:00,783,7438.78679,17.533,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00318982,2018-10-25 07:00:00,773,6100.880480999998,17.839997999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,SIANG SELATAN SDN BHD,JOHOR,BATU PAHAT,JNT-003,SOUTH,DT-OUTSTATION
00322925,2018-11-05 16:01:00,453,6900.129346,20.477117,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322914,2018-11-06 16:01:00,984,13119.822,30.312,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322943,2018-11-08 11:00:00,373,6618.80356,19.293,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00319434,2018-10-29 04:12:39,766,8553.267546,18.682222,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00319429,2018-10-25 17:00:00,6,52.992804,0.10200000000000001,LFL/TMS/MYS.1T,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00321493,2018-11-01 07:00:00,591,4650.997093999999,10.503901,LFL/TMS/MYS.10T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00321492,2018-11-01 07:00:00,149,1245.506742,3.5665250000000004,LFL/TMS/MYS.10T_BOX,UNILEVER,SWANG CHAI CHUAN SEAFOOD SDN BHD,PAHANG,KUANTAN,PHG-004,EAST COAST,DT-OUTSTATION
00321484,2018-10-31 16:01:00,360,6144.98472,18.03924,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00321482,2018-10-31 16:01:00,766,4511.0821909999995,12.167803999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00321477,2018-11-03 21:29:42,30,7500.0,9.69,LFL/TMS/MYS.10T_BOX,UNILEVER,JULIE'S MANUFACTURING SDN BHD,MELAKA,MELAKA,MLK-001,SOUTH,DT-OUTSTATION
00320198,2018-10-28 16:01:00,640,11652.096,33.92,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00320199,2018-10-28 16:01:00,640,11652.096,33.92,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00320200,2018-10-28 16:01:00,640,11652.096,33.92,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00320197,2018-10-28 16:01:00,408,5872.632048,16.32,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00320201,2018-10-28 16:01:00,747,8810.802834,23.329,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00320202,2018-10-28 16:01:00,420,7539.96,19.68,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00321168,2018-11-01 07:00:00,1222,10920.838074000001,27.985734000000004,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00320215,2018-10-28 16:01:00,534,8586.186,28.302,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00320219,2018-10-28 16:01:00,1133,3472.9523209999998,13.914033,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00320213,2018-10-28 16:01:00,500,8039.5,26.5,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00320220,2018-10-28 16:01:00,1025,5345.930491,12.933031,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00320214,2018-10-28 16:01:00,768,12703.872,36.264191999999994,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00320216,2018-10-28 16:01:00,500,8039.5,26.5,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00320205,2018-10-28 16:01:00,500,8109.92743,26.296,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00321483,2018-10-31 16:01:00,484,6624.901973999999,17.104729,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00321167,2018-11-01 07:00:00,879,10280.269935999999,28.275885000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00321170,2018-11-01 07:00:00,554,8070.037839999999,21.373054000000007,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00319819,2018-10-26 07:00:00,1066,8335.826775,16.726226,LFL/TMS/MYS.20T_BOX,UNILEVER,HOK SING CHAN TRADING SDN BHD,PERAK,IPOH,PRK-004,NORTH,DT-OUTSTATION
00319820,2018-10-26 07:00:00,302,3132.632783,6.219981000000001,LFL/TMS/MYS.10T_BOX,UNILEVER,SIMA FROZEN PRODUCTS SDN BHD,KEDAH,ALOR SETAR,KDH-001,NORTH,DT-OUTSTATION
00319821,2018-10-26 07:00:00,690,5666.8199,14.140099999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00318826,2018-10-26 12:57:39,60,15000.0,19.38,LFL/TMS/MYS.20T_BOX,UNILEVER,JULIE'S MANUFACTURING SDN BHD,MELAKA,MELAKA,MLK-001,SOUTH,DT-OUTSTATION
00319317,2018-10-25 00:00:00,1139,8955.943922,20.489006999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00319322,2018-10-29 00:50:58,109,781.1,1.64802,LFL/TMS/MYS.3T,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00321179,2018-11-01 07:00:00,981,12633.374659000001,29.968634000000005,LFL/TMS/MYS.20T_BOX,UNILEVER,SUNBREEZE (SG PETANI),KEDAH,SUNGAI PETANI,KDH-004,NORTH,DT-OUTSTATION
00321172,2018-11-01 07:00:00,733,8254.449008,21.158962,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00321175,2018-11-01 07:00:00,355,3531.4659999999994,9.099991999999999,LFL/TMS/MYS.10T_BOX,UNILEVER,SIANG SELATAN SDN BHD,JOHOR,BATU PAHAT,JNT-003,SOUTH,DT-OUTSTATION
00319822,2018-10-26 07:00:00,559,6512.3951560000005,12.899782,LFL/TMS/MYS.20T_BOX,UNILEVER,BGS TRADING SDN BHD,PENANG,BUTTERWORTH,PNG-003,NORTH,DT-OUTSTATION
00321546,2018-11-01 11:00:00,1149,8819.514691999999,24.719717,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322985,2018-11-11 16:01:00,237,3755.141569,9.210915,LFL/TMS/MYS.10T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00330614,2018-11-23 07:00:00,1832,13747.338245000004,38.00759699999999,LFL/TMS/MYS.20T_BOX,UNILEVER,L.H. LIAN HUAT TRADING (M) SDN. BHD.,KELANTAN,KOTA BHARU,KLT-005,EAST COAST,DT-OUTSTATION
00319318,2018-10-25 00:00:00,1080,11005.2,20.52,LFL/TMS/MYS.20T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00321182,2018-11-01 23:00:00,29,290.05,0.514003,LFL/TMS/MYS.1T,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00321548,2018-11-02 07:00:00,478,4450.847075000001,9.123011,LFL/TMS/MYS.10T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00321188,2018-11-02 19:24:55,119,1576.2323999999999,2.499,LFL/TMS/MYS.10T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00321180,2018-11-01 07:00:00,1392,11852.224605000001,30.867871,LFL/TMS/MYS.20T_BOX,UNILEVER,SIANG SELATAN SDN BHD,JOHOR,BATU PAHAT,JNT-003,SOUTH,DT-OUTSTATION
00321181,2018-11-01 07:00:00,1184,14269.792099999999,33.755008000000004,LFL/TMS/MYS.20T_BOX,UNILEVER,SUNBREEZE (SG PETANI),KEDAH,SUNGAI PETANI,KDH-004,NORTH,DT-OUTSTATION
00321183,2018-11-01 17:00:00,20,218.4104,0.414,LFL/TMS/MYS.1T,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320261,2018-10-29 07:00:00,254,2841.196203,4.938553000000001,LFL/TMS/MYS.10T_BOX,UNILEVER,SWANG CHAI CHUAN SEAFOOD - TRENGGANU,TERENGGANU,KUALA TERENGGANU,TRG-002,EAST COAST,DT-OUTSTATION
00320696,2018-10-29 11:00:00,531,3372.076494,8.370994999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320689,2018-10-29 11:00:00,603,6881.797879000001,17.386013,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320262,2018-10-29 07:00:00,243,2148.3144249999996,4.041049,LFL/TMS/MYS.10T_BOX,UNILEVER,SWANG CHAI CHUAN SEAFOOD - KELANTAN,KELANTAN,KOTA BHARU,KLT-005,EAST COAST,DT-OUTSTATION
00320263,2018-10-29 07:00:00,250,2323.5,6.0,LFL/TMS/MYS.10T_BOX,UNILEVER,SIMA FROZEN PRODUCTS SDN BHD,KEDAH,ALOR SETAR,KDH-001,NORTH,DT-OUTSTATION
00320260,2018-10-29 07:00:00,1030,10006.631110000002,18.065784,LFL/TMS/MYS.20T_BOX,UNILEVER,SWANG CHAI CHUAN SEAFOOD SDN BHD,PAHANG,KUANTAN,PHG-004,EAST COAST,DT-OUTSTATION
00321028,2018-10-30 07:00:00,694,6415.0480800000005,12.305100999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,SIMA FROZEN PRODUCTS SDN BHD,KEDAH,ALOR SETAR,KDH-001,NORTH,DT-OUTSTATION
00320691,2018-10-29 11:00:00,421,5804.845593000001,17.360981000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320693,2018-10-29 11:00:00,496,6296.154961,17.551965,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320673,2018-10-29 11:00:00,400,6542.725856999999,17.851764999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320674,2018-10-29 11:00:00,300,5329.138352,15.699496999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320682,2018-10-29 11:00:00,866,10761.900334,27.145994,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320684,2018-10-29 11:00:00,528,7532.2703790000005,22.299,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320688,2018-10-29 11:00:00,339,5266.340344,14.773944,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00321025,2018-10-30 07:00:00,999,11517.235825,21.691221,LFL/TMS/MYS.20T_BOX,UNILEVER,KENG HUAT (YEAP) SDN BHD,PENANG,BAYAN LEPAS,PNG-002,NORTH,DT-OUTSTATION
00321029,2018-10-30 07:00:00,1080,9288.0,18.360000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00320678,2018-10-29 11:00:00,306,4658.164316,13.15054,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320686,2018-10-29 11:00:00,600,6573.667799000001,17.766138999999995,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320675,2018-10-29 11:00:00,300,5329.138352,15.699496999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320676,2018-10-29 11:00:00,300,5329.138352,15.699496999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00320277,2018-10-29 00:00:00,873,12978.912,32.441904,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00320276,2018-10-29 00:00:00,471,8417.8512,22.947,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00319391,2018-10-26 00:00:00,223,2629.0923199999997,6.629002,LFL/TMS/MYS.10T_BOX,UNILEVER,MARCOSURIA,SELANGOR,SUNGAI BULOH ,KLV-007,CENTRAL,DT-LOCAL
00320278,2018-10-29 00:00:00,1035,11666.14,23.580000000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00320279,2018-10-29 00:00:00,800,9564.9,19.97,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00320282,2018-10-29 00:00:00,1810,9397.843969999998,22.267446,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00320283,2018-10-29 00:00:00,897,10188.51174,29.28222,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00320295,2018-10-29 00:00:00,2192,16344.532188000001,38.204118,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00320289,2018-10-29 00:00:00,1482,13725.187233999999,33.388134,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00320294,2018-10-29 00:00:00,1757,16438.363976,36.726218,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00319420,2018-10-26 00:00:00,283,2053.8050000000003,4.3861,LFL/TMS/MYS.10T_BOX,UNILEVER,CHUAN HUAT F AND B TRADING SDN BHD,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,DT-LOCAL
00319421,2018-10-26 00:00:00,460,6893.364,12.76,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00321031,2018-10-30 07:00:00,120,1226.0,3.16,LFL/TMS/MYS.10T_BOX,UNILEVER,HOK SING CHAN TRADING SDN BHD,PERAK,IPOH,PRK-004,NORTH,DT-OUTSTATION
00320290,2018-10-29 00:00:00,900,10535.238,23.76,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00320297,2018-10-29 00:00:00,3173,15102.006909999998,30.902688000000005,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00321033,2018-10-30 07:00:00,541,5683.899106,11.508868,LFL/TMS/MYS.10T_BOX,UNILEVER,PL SOON HUAT SDN BHD,KEDAH,LANGKAWI,LKW-001,NORTH,DT-OUTSTATION
00321034,2018-10-30 07:00:00,212,1605.400104,3.21604,LFL/TMS/MYS.10T_BOX,UNILEVER,BGS TRADING SDN BHD,PENANG,BUTTERWORTH,PNG-003,NORTH,DT-OUTSTATION
00321030,2018-10-30 07:00:00,722,6621.15,15.024000000000001,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00319418,2018-10-26 00:00:00,1080,11005.199999999999,20.52,LFL/TMS/MYS.20T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00319423,2018-10-26 00:00:00,1031,6720.54433,17.972276,LFL/TMS/MYS.20T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00319424,2018-10-26 00:00:00,578,4645.062661,9.800995,LFL/TMS/MYS.10T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00319571,2018-10-25 11:00:00,683,5708.209789999999,13.883936999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
